
2022-05-01,41
2022-05-08,40
2022-05-15,45
2022-05-22,33
2022-05-29,50
2022-06-05,55
2022-06-12,49
2022-06-19,46
2022-06-26,46
2022-07-03,51
2022-07-10,53
2022-07-17,61
2022-07-24,42
2022-07-31,51
2022-08-07,49
2022-08-14,46
2022-08-21,43
2022-08-28,51
2022-09-04,55
2022-09-11,51
2022-09-18,46
2022-09-25,47
2022-10-02,60
2022-10-09,55
2022-10-16,47
2022-10-23,47
2022-10-30,62
2022-11-06,71
2022-11-13,74
2022-11-20,57
2022-11-27,61
2022-12-04,67
2022-12-11,69
2022-12-18,100
2022-12-25,64
2023-01-01,68
2023-01-08,88
2023-01-15,77
2023-01-22,70
2023-01-29,86
2023-02-05,75
2023-02-12,60
2023-02-19,54
2023-02-26,55
2023-03-05,53
2023-03-12,48
2023-03-19,45
2023-03-26,48
2023-04-02,59
2023-04-09,48
2023-04-16,40
2023-04-23,37
2023-04-30,44
2023-05-07,44
2023-05-14,38
2023-05-21,34
2023-05-28,46
2023-06-04,54
2023-06-11,46
2023-06-18,41
2023-06-25,41
2023-07-02,59
2023-07-09,51
2023-07-16,43
2023-07-23,42
2023-07-30,60
2023-08-06,70
2023-08-13,63
2023-08-20,56
2023-08-27,68
2023-09-03,65
2023-09-10,62
2023-09-17,62
2023-09-24,56
2023-10-01,64
2023-10-08,52
2023-10-15,38
2023-10-22,34
2023-10-29,49
2023-11-05,53
2023-11-12,35
2023-11-19,26
2023-11-26,37
2023-12-03,45
2023-12-10,38
2023-12-17,29
2023-12-24,29
2023-12-31,41
2024-01-07,39
2024-01-14,33
2024-01-21,31
2024-01-28,35
2024-02-04,46
2024-02-11,37
2024-02-18,30
2024-02-25,31
2024-03-03,38
2024-03-10,37
2024-03-17,27
2024-03-24,28
2024-03-31,39
2024-04-07,36
2024-04-14,31
2024-04-21,29
2024-04-28,35
2024-05-05,43
2024-05-12,33
2024-05-19,33
2024-05-26,35
2024-06-02,58
2024-06-09,52
2024-06-16,48
2024-06-23,41
2024-06-30,52
2024-07-07,55
2024-07-14,47
2024-07-21,42
2024-07-28,52
2024-08-04,61
2024-08-11,53
2024-08-18,39
2024-08-25,38
2024-09-01,49
2024-09-08,43
2024-09-15,36
2024-09-22,35
2024-09-29,47
2024-10-06,53
2024-10-13,39
2024-10-20,34
2024-10-27,34
2024-11-03,46
2024-11-10,37
2024-11-17,30
2024-11-24,25
2024-12-01,43
2024-12-08,40
2024-12-15,33
2024-12-22,29
2024-12-29,41
2025-01-05,49
2025-01-12,34
2025-01-19,33
2025-01-26,42
2025-02-02,50
2025-02-09,36
2025-02-16,34
2025-02-23,27
2025-03-02,53
2025-03-09,43
2025-03-16,34
2025-03-23,32
2025-03-30,47
2025-04-06,48
2025-04-13,41
2025-04-20,34
2025-04-27,39
2025-05-04,49
2025-05-11,42
2025-05-18,45
2025-05-25,36
