
2022-05-01,35
2022-05-08,37
2022-05-15,35
2022-05-22,46
2022-05-29,41
2022-06-05,46
2022-06-12,60
2022-06-19,47
2022-06-26,49
2022-07-03,69
2022-07-10,58
2022-07-17,78
2022-07-24,34
2022-07-31,54
2022-08-07,79
2022-08-14,69
2022-08-21,48
2022-08-28,50
2022-09-04,63
2022-09-11,63
2022-09-18,46
2022-09-25,43
2022-10-02,74
2022-10-09,59
2022-10-16,59
2022-10-23,61
2022-10-30,79
2022-11-06,45
2022-11-13,57
2022-11-20,36
2022-11-27,62
2022-12-04,59
2022-12-11,73
2022-12-18,92
2022-12-25,81
2023-01-01,53
2023-01-08,69
2023-01-15,67
2023-01-22,49
2023-01-29,70
2023-02-05,55
2023-02-12,47
2023-02-19,43
2023-02-26,45
2023-03-05,37
2023-03-12,36
2023-03-19,32
2023-03-26,47
2023-04-02,39
2023-04-09,41
2023-04-16,35
2023-04-23,28
2023-04-30,53
2023-05-07,62
2023-05-14,50
2023-05-21,27
2023-05-28,50
2023-06-04,76
2023-06-11,36
2023-06-18,39
2023-06-25,39
2023-07-02,69
2023-07-09,52
2023-07-16,54
2023-07-23,53
2023-07-30,60
2023-08-06,100
2023-08-13,62
2023-08-20,55
2023-08-27,81
2023-09-03,55
2023-09-10,60
2023-09-17,56
2023-09-24,70
2023-10-01,65
2023-10-08,72
2023-10-15,48
2023-10-22,46
2023-10-29,41
2023-11-05,57
2023-11-12,26
2023-11-19,30
2023-11-26,33
2023-12-03,50
2023-12-10,40
2023-12-17,44
2023-12-24,26
2023-12-31,47
2024-01-07,33
2024-01-14,32
2024-01-21,54
2024-01-28,48
2024-02-04,49
2024-02-11,28
2024-02-18,0
2024-02-25,28
2024-03-03,43
2024-03-10,29
2024-03-17,37
2024-03-24,25
2024-03-31,33
2024-04-07,29
2024-04-14,24
2024-04-21,25
2024-04-28,48
2024-05-05,46
2024-05-12,36
2024-05-19,25
2024-05-26,60
2024-06-02,59
2024-06-09,77
2024-06-16,62
2024-06-23,55
2024-06-30,70
2024-07-07,69
2024-07-14,41
2024-07-21,61
2024-07-28,63
2024-08-04,88
2024-08-11,81
2024-08-18,26
2024-08-25,33
2024-09-01,48
2024-09-08,67
2024-09-15,50
2024-09-22,32
2024-09-29,66
2024-10-06,31
2024-10-13,31
2024-10-20,35
2024-10-27,0
2024-11-03,41
2024-11-10,45
2024-11-17,0
2024-11-24,47
2024-12-01,53
2024-12-08,48
2024-12-15,46
2024-12-22,28
2024-12-29,33
2025-01-05,48
2025-01-12,39
2025-01-19,29
2025-01-26,39
2025-02-02,45
2025-02-09,28
2025-02-16,23
2025-02-23,28
2025-03-02,52
2025-03-09,0
2025-03-16,51
2025-03-23,29
2025-03-30,29
2025-04-06,42
2025-04-13,49
2025-04-20,36
2025-04-27,48
2025-05-04,44
2025-05-11,24
2025-05-18,27
2025-05-25,26
