Riverside,Jul 2022,19158
Sacramento,Jul 2022,11844
San Benito,Jul 2022,293
San Bernardino,Jul 2022,18333
San Diego,Jul 2022,18618
San Francisco,Jul 2022,4298
San Joaquin,Jul 2022,4934
San Luis Obispo,Jul 2022,1082
San Mateo,Jul 2022,2033
Santa Barbara,Jul 2022,2319
Santa Clara,Jul 2022,5311
Santa Cruz,Jul 2022,1012
Shasta,Jul 2022,1601
Sierra,Jul 2022,16
Siskiyou,Jul 2022,292
Solano,Jul 2022,2364
Sonoma,Jul 2022,1969
Stanislaus,Jul 2022,4230
Sutter,Jul 2022,591
Tehama,Jul 2022,557
Trinity,Jul 2022,105
Tulare,Jul 2022,4386
Tuolumne,Jul 2022,293
Ventura,Jul 2022,3600
Yolo,Jul 2022,1556
Yuba,Jul 2022,624
Alameda,Aug 2022,11600
Alpine,Aug 2022,*
Amador,Aug 2022,239
Butte,Aug 2022,2981
Calaveras,Aug 2022,293
Colusa,Aug 2022,173
Contra Costa,Aug 2022,4387
Del Norte,Aug 2022,223
El Dorado,Aug 2022,735
Fresno,Aug 2022,9603
Glenn,Aug 2022,189
Humboldt,Aug 2022,1656
Imperial,Aug 2022,2092
Inyo,Aug 2022,121
Kern,Aug 2022,8726
Kings,Aug 2022,1305
Lake,Aug 2022,695
Lassen,Aug 2022,225
Los Angeles,Aug 2022,80017
Madera,Aug 2022,1141
Marin,Aug 2022,746
Mariposa,Aug 2022,154
Mendocino,Aug 2022,785
Merced,Aug 2022,2890
Modoc,Aug 2022,65
Mono,Aug 2022,57
Monterey,Aug 2022,2659
Napa,Aug 2022,563
Nevada,Aug 2022,562
Orange,Aug 2022,17025
Placer,Aug 2022,1212
Plumas,Aug 2022,218
Riverside,Aug 2022,20961
Sacramento,Aug 2022,13031
San Benito,Aug 2022,328
San Bernardino,Aug 2022,20367
San Diego,Aug 2022,21637
San Francisco,Aug 2022,5203
San Joaquin,Aug 2022,5843
San Luis Obispo,Aug 2022,1478
San Mateo,Aug 2022,2295
Santa Barbara,Aug 2022,3096
Santa Clara,Aug 2022,6469
Santa Cruz,Aug 2022,1306
Shasta,Aug 2022,1846
Sierra,Aug 2022,*
Siskiyou,Aug 2022,357
Solano,Aug 2022,2651
Sonoma,Aug 2022,2354
Stanislaus,Aug 2022,4681
Sutter,Aug 2022,713
Tehama,Aug 2022,552
Trinity,Aug 2022,161
Tulare,Aug 2022,4063
Tuolumne,Aug 2022,426
Ventura,Aug 2022,4111
Yolo,Aug 2022,2103
Yuba,Aug 2022,707
Alameda,Sep 2022,11463
Alpine,Sep 2022,*
Amador,Sep 2022,181
Butte,Sep 2022,2550
Calaveras,Sep 2022,249
Colusa,Sep 2022,120
Contra Costa,Sep 2022,3986
Del Norte,Sep 2022,219
El Dorado,Sep 2022,752
Fresno,Sep 2022,8119
Glenn,Sep 2022,174
Humboldt,Sep 2022,1624
Imperial,Sep 2022,1657
Inyo,Sep 2022,112
Kern,Sep 2022,7782
Kings,Sep 2022,1084
Lake,Sep 2022,590
Lassen,Sep 2022,173
Los Angeles,Sep 2022,72003
Madera,Sep 2022,1006
Marin,Sep 2022,
Mariposa,Sep 2022,135
Mendocino,Sep 2022,726
Merced,Sep 2022,2420
Modoc,Sep 2022,57
Mono,Sep 2022,63
Monterey,Sep 2022,2557
Napa,Sep 2022,396
Nevada,Sep 2022,513
Orange,Sep 2022,15893
Placer,Sep 2022,1118
Plumas,Sep 2022,138
Riverside,Sep 2022,19485
Sacramento,Sep 2022,11433
San Benito,Sep 2022,255
San Bernardino,Sep 2022,17726
San Diego,Sep 2022,21643
San Francisco,Sep 2022,4737
San Joaquin,Sep 2022,5085
San Luis Obispo,Sep 2022,1741
San Mateo,Sep 2022,2017
Santa Barbara,Sep 2022,4239
Santa Clara,Sep 2022,5768
Santa Cruz,Sep 2022,1741
Shasta,Sep 2022,1616
Sierra,Sep 2022,11
Siskiyou,Sep 2022,251
Solano,Sep 2022,2400
Sonoma,Sep 2022,2049
Stanislaus,Sep 2022,4077
Sutter,Sep 2022,691
Tehama,Sep 2022,561
Trinity,Sep 2022,128
Tulare,Sep 2022,3492
Tuolumne,Sep 2022,359
Ventura,Sep 2022,3609
Yolo,Sep 2022,1957
Yuba,Sep 2022,671
Alameda,Oct 2022,10409
Alpine,Oct 2022,*
Amador,Oct 2022,186
Butte,Oct 2022,2212
Calaveras,Oct 2022,240
Colusa,Oct 2022,134
Contra Costa,Oct 2022,4178
Del Norte,Oct 2022,186
El Dorado,Oct 2022,786
Fresno,Oct 2022,8755
Glenn,Oct 2022,136
Humboldt,Oct 2022,1560
Imperial,Oct 2022,1698
Inyo,Oct 2022,122
Kern,Oct 2022,8733
Kings,Oct 2022,1231
Lake,Oct 2022,612
Lassen,Oct 2022,184
Los Angeles,Oct 2022,77357
Madera,Oct 2022,1185
Marin,Oct 2022,663
Mariposa,Oct 2022,109
Mendocino,Oct 2022,732
Merced,Oct 2022,2572
Modoc,Oct 2022,53
Mono,Oct 2022,57
Monterey,Oct 2022,3400
Napa,Oct 2022,553
Nevada,Oct 2022,568
Orange,Oct 2022,17186
Placer,Oct 2022,1039
Plumas,Oct 2022,135
Riverside,Oct 2022,20366
Sacramento,Oct 2022,12647
San Benito,Oct 2022,295
San Bernardino,Oct 2022,18735
San Diego,Oct 2022,21528
San Francisco,Oct 2022,4515
San Joaquin,Oct 2022,5132
San Luis Obispo,Oct 2022,1661
San Mateo,Oct 2022,2446
Santa Barbara,Oct 2022,3801
Santa Clara,Oct 2022,6021
Santa Cruz,Oct 2022,2009
Shasta,Oct 2022,1673
Sierra,Oct 2022,13
Siskiyou,Oct 2022,364
Solano,Oct 2022,2418
Sonoma,Oct 2022,2263
Stanislaus,Oct 2022,4253
Sutter,Oct 2022,612
Tehama,Oct 2022,510
Trinity,Oct 2022,154
Tulare,Oct 2022,3714
Tuolumne,Oct 2022,326
Ventura,Oct 2022,3930
Yolo,Oct 2022,3435
Yuba,Oct 2022,697
Alameda,Nov 2022,8868
Alpine,Nov 2022,*
Amador,Nov 2022,154
Butte,Nov 2022,1896
Calaveras,Nov 2022,221
Colusa,Nov 2022,147
Contra Costa,Nov 2022,3956
Del Norte,Nov 2022,200
El Dorado,Nov 2022,722
Fresno,Nov 2022,8138
Glenn,Nov 2022,166
Humboldt,Nov 2022,1469
Imperial,Nov 2022,1436
Inyo,Nov 2022,96
Kern,Nov 2022,8244
Kings,Nov 2022,1191
Lake,Nov 2022,579
Lassen,Nov 2022,177
Los Angeles,Nov 2022,66399
Madera,Nov 2022,1139
Marin,Nov 2022,677
Mariposa,Nov 2022,115
Mendocino,Nov 2022,712
Merced,Nov 2022,2419
Modoc,Nov 2022,64
Mono,Nov 2022,59
Monterey,Nov 2022,3636
Napa,Nov 2022,523
Nevada,Nov 2022,478
Orange,Nov 2022,14496
Placer,Nov 2022,1688
Plumas,Nov 2022,139
Riverside,Nov 2022,16934
Sacramento,Nov 2022,11139
San Benito,Nov 2022,283
San Bernardino,Nov 2022,16406
San Diego,Nov 2022,18946
San Francisco,Nov 2022,4044
San Joaquin,Nov 2022,4738
San Luis Obispo,Nov 2022,1430
San Mateo,Nov 2022,1728
Santa Barbara,Nov 2022,3356
Santa Clara,Nov 2022,5554
Santa Cruz,Nov 2022,1551
Shasta,Nov 2022,1390
Sierra,Nov 2022,13
Siskiyou,Nov 2022,300
Solano,Nov 2022,2294
Sonoma,Nov 2022,2282
Stanislaus,Nov 2022,3600
Sutter,Nov 2022,509
Tehama,Nov 2022,
Trinity,Nov 2022,131
Tulare,Nov 2022,3606
Tuolumne,Nov 2022,351
Ventura,Nov 2022,3328
Yolo,Nov 2022,
Yuba,Nov 2022,638
Alameda,Dec 2022,7857
Alpine,Dec 2022,*
Amador,Dec 2022,178
Butte,Dec 2022,1638
Calaveras,Dec 2022,245
Colusa,Dec 2022,135
Contra Costa,Dec 2022,3818
Del Norte,Dec 2022,199
El Dorado,Dec 2022,817
Fresno,Dec 2022,7491
Glenn,Dec 2022,147
Humboldt,Dec 2022,1242
Imperial,Dec 2022,1254
Inyo,Dec 2022,80
Kern,Dec 2022,6708
Kings,Dec 2022,914
Lake,Dec 2022,481
Lassen,Dec 2022,149
Los Angeles,Dec 2022,60697
Madera,Dec 2022,885
Marin,Dec 2022,556
Mariposa,Dec 2022,88
Mendocino,Dec 2022,568
Merced,Dec 2022,2223
Modoc,Dec 2022,50
Mono,Dec 2022,37
Monterey,Dec 2022,3217
Napa,Dec 2022,508
Nevada,Dec 2022,506
Orange,Dec 2022,13124
Placer,Dec 2022,1380
Plumas,Dec 2022,98
Riverside,Dec 2022,14620
Sacramento,Dec 2022,10774
San Benito,Dec 2022,296
San Bernardino,Dec 2022,13753
San Diego,Dec 2022,19942
San Francisco,Dec 2022,3949
San Joaquin,Dec 2022,4955
San Luis Obispo,Dec 2022,1293
San Mateo,Dec 2022,2507
Santa Barbara,Dec 2022,2691
Santa Clara,Dec 2022,5290
Santa Cruz,Dec 2022,1272
Shasta,Dec 2022,1360
Sierra,Dec 2022,15
Siskiyou,Dec 2022,175
Solano,Dec 2022,2140
Sonoma,Dec 2022,2229
Stanislaus,Dec 2022,3487
Sutter,Dec 2022,738
Tehama,Dec 2022,442
Trinity,Dec 2022,106
Tulare,Dec 2022,3248
Tuolumne,Dec 2022,304
Ventura,Dec 2022,3034
Yolo,Dec 2022,
Yuba,Dec 2022,551
Alameda,Jan 2023,10285
Alpine,Jan 2023,*
Amador,Jan 2023,226
Butte,Jan 2023,2236
Calaveras,Jan 2023,263
Colusa,Jan 2023,156
Contra Costa,Jan 2023,4482
Del Norte,Jan 2023,237
El Dorado,Jan 2023,835
Fresno,Jan 2023,8303
Glenn,Jan 2023,189
Humboldt,Jan 2023,1674
Imperial,Jan 2023,1588
Inyo,Jan 2023,104
Kern,Jan 2023,8898
Kings,Jan 2023,1441
Lake,Jan 2023,638
Lassen,Jan 2023,190
Los Angeles,Jan 2023,73871
Madera,Jan 2023,11090
Marin,Jan 2023,708
Mariposa,Jan 2023,130
Mendocino,Jan 2023,818
Merced,Jan 2023,3018
Modoc,Jan 2023,72
Mono,Jan 2023,52
Monterey,Jan 2023,3386
Napa,Jan 2023,597
Nevada,Jan 2023,637
Orange,Jan 2023,16033
Placer,Jan 2023,1718
Plumas,Jan 2023,132
Riverside,Jan 2023,18076
Sacramento,Jan 2023,12185
San Benito,Jan 2023,361
San Bernardino,Jan 2023,18238
San Diego,Jan 2023,22129
San Francisco,Jan 2023,4903
San Joaquin,Jan 2023,4973
San Luis Obispo,Jan 2023,1589
San Mateo,Jan 2023,2459
Santa Barbara,Jan 2023,3610
Santa Clara,Jan 2023,6257
Santa Cruz,Jan 2023,1513
Shasta,Jan 2023,1585
Sierra,Jan 2023,16
Siskiyou,Jan 2023,
Solano,Jan 2023,2661
Sonoma,Jan 2023,2387
Stanislaus,Jan 2023,4455
Sutter,Jan 2023,575
Tehama,Jan 2023,501
Trinity,Jan 2023,124
Tulare,Jan 2023,4085
Tuolumne,Jan 2023,398
Ventura,Jan 2023,3911
Yolo,Jan 2023,2261
Yuba,Jan 2023,715
Alameda,Feb 2023,8335
Alpine,Feb 2023,*
Amador,Feb 2023,155
Butte,Feb 2023,1834
Calaveras,Feb 2023,223
Colusa,Feb 2023,106
Contra Costa,Feb 2023,3318
Del Norte,Feb 2023,170
El Dorado,Feb 2023,695
Fresno,Feb 2023,6937
Glenn,Feb 2023,157
Humboldt,Feb 2023,1261
Imperial,Feb 2023,1375
Inyo,Feb 2023,84
Kern,Feb 2023,7320
Kings,Feb 2023,1018
Lake,Feb 2023,478
Lassen,Feb 2023,132
Los Angeles,Feb 2023,63364
Madera,Feb 2023,1002
Marin,Feb 2023,590
Mariposa,Feb 2023,101
Mendocino,Feb 2023,650
Merced,Feb 2023,2053
Modoc,Feb 2023,43
Mono,Feb 2023,34
Monterey,Feb 2023,
Napa,Feb 2023,480
Nevada,Feb 2023,488
Orange,Feb 2023,13702
Placer,Feb 2023,1313
Plumas,Feb 2023,83
Riverside,Feb 2023,16440
Sacramento,Feb 2023,10039
San Benito,Feb 2023,266
San Bernardino,Feb 2023,15057
San Diego,Feb 2023,18549
San Francisco,Feb 2023,4199
San Joaquin,Feb 2023,5065
San Luis Obispo,Feb 2023,1570
San Mateo,Feb 2023,2086
Santa Barbara,Feb 2023,2743
Santa Clara,Feb 2023,4743
Santa Cruz,Feb 2023,1357
Shasta,Feb 2023,1423
Sierra,Feb 2023,15
Siskiyou,Feb 2023,
Solano,Feb 2023,2094
Sonoma,Feb 2023,2058
Stanislaus,Feb 2023,3479
Sutter,Feb 2023,695
Tehama,Feb 2023,501
Trinity,Feb 2023,
Tulare,Feb 2023,2530
Tuolumne,Feb 2023,255
Ventura,Feb 2023,3199
Yolo,Feb 2023,2484
Yuba,Feb 2023,583
Alameda,Mar 2023,9154
Alpine,Mar 2023,*
Amador,Mar 2023,194
Butte,Mar 2023,1829
Calaveras,Mar 2023,268
Colusa,Mar 2023,106
Contra Costa,Mar 2023,5252
Del Norte,Mar 2023,
El Dorado,Mar 2023,713
Fresno,Mar 2023,7250
Glenn,Mar 2023,167
Humboldt,Mar 2023,1509
Imperial,Mar 2023,1524
Inyo,Mar 2023,97
Kern,Mar 2023,7869
Kings,Mar 2023,1174
Lake,Mar 2023,598
Lassen,Mar 2023,151
Los Angeles,Mar 2023,69264
Madera,Mar 2023,1081
Marin,Mar 2023,623
Mariposa,Mar 2023,141
Mendocino,Mar 2023,705
Merced,Mar 2023,2327
Modoc,Mar 2023,76
Mono,Mar 2023,34
Monterey,Mar 2023,
Napa,Mar 2023,518
Nevada,Mar 2023,582
Orange,Mar 2023,15051
Placer,Mar 2023,1495
Plumas,Mar 2023,122
Riverside,Mar 2023,17575
Sacramento,Mar 2023,11279
San Benito,Mar 2023,328
San Bernardino,Mar 2023,17172
San Diego,Mar 2023,18844
San Francisco,Mar 2023,4358
San Joaquin,Mar 2023,5394
San Luis Obispo,Mar 2023,1660
San Mateo,Mar 2023,2278
Santa Barbara,Mar 2023,2812
Santa Clara,Mar 2023,6455
Santa Cruz,Mar 2023,1172
Shasta,Mar 2023,1611
Sierra,Mar 2023,11
Siskiyou,Mar 2023,572
Solano,Mar 2023,2211
Sonoma,Mar 2023,2150
Stanislaus,Mar 2023,4196
Sutter,Mar 2023,558
Tehama,Mar 2023,469
Trinity,Mar 2023,93
Tulare,Mar 2023,
Tuolumne,Mar 2023,
Ventura,Mar 2023,3450
Yolo,Mar 2023,2432
Yuba,Mar 2023,672
Alameda,Apr 2023,7704
Alpine,Apr 2023,*
Amador,Apr 2023,
Butte,Apr 2023,1506
Calaveras,Apr 2023,192
Colusa,Apr 2023,110
Contra Costa,Apr 2023,4351
Del Norte,Apr 2023,152
El Dorado,Apr 2023,638
Fresno,Apr 2023,6828
Glenn,Apr 2023,131
Humboldt,Apr 2023,1251
Imperial,Apr 2023,1405
Inyo,Apr 2023,
Kern,Apr 2023,6573
Kings,Apr 2023,964
Lake,Apr 2023,492
Lassen,Apr 2023,137
Los Angeles,Apr 2023,56994
Madera,Apr 2023,852
Marin,Apr 2023,544
Mariposa,Apr 2023,84
Mendocino,Apr 2023,539
Merced,Apr 2023,1869
Modoc,Apr 2023,47
Mono,Apr 2023,48
Monterey,Apr 2023,2011
Napa,Apr 2023,402
Nevada,Apr 2023,
Orange,Apr 2023,19541
Placer,Apr 2023,1160
Plumas,Apr 2023,86
Riverside,Apr 2023,14456
Sacramento,Apr 2023,9640
San Benito,Apr 2023,248
San Bernardino,Apr 2023,14300
San Diego,Apr 2023,17641
San Francisco,Apr 2023,3223
San Joaquin,Apr 2023,4288
San Luis Obispo,Apr 2023,1258
San Mateo,Apr 2023,2002
Santa Barbara,Apr 2023,2319
Santa Clara,Apr 2023,5098
Santa Cruz,Apr 2023,1098
Shasta,Apr 2023,1177
Sierra,Apr 2023,
Siskiyou,Apr 2023,
Solano,Apr 2023,1993
Sonoma,Apr 2023,1675
Stanislaus,Apr 2023,3261
Sutter,Apr 2023,515
Tehama,Apr 2023,
Trinity,Apr 2023,101
Tulare,Apr 2023,
Tuolumne,Apr 2023,
Ventura,Apr 2023,2992
Yolo,Apr 2023,2233
Yuba,Apr 2023,480
Alameda,May 2023,9093
Alpine,May 2023,*
Amador,May 2023,179
Butte,May 2023,1662
Calaveras,May 2023,215
Colusa,May 2023,104
Contra Costa,May 2023,5052
Del Norte,May 2023,
El Dorado,May 2023,768
Fresno,May 2023,7688
Glenn,May 2023,143
Humboldt,May 2023,
Imperial,May 2023,1580
Inyo,May 2023,85
Kern,May 2023,6673
Kings,May 2023,1071
Lake,May 2023,588
Lassen,May 2023,161
Los Angeles,May 2023,68498
Madera,May 2023,997
Marin,May 2023,606
Mariposa,May 2023,108
Mendocino,May 2023,660
Merced,May 2023,2202
Modoc,May 2023,56
Mono,May 2023,59
Monterey,May 2023,2180
Napa,May 2023,463
Nevada,May 2023,
Orange,May 2023,15753
Placer,May 2023,1482
Plumas,May 2023,70
Riverside,May 2023,18607
Sacramento,May 2023,10607
San Benito,May 2023,285
San Bernardino,May 2023,17047
San Diego,May 2023,19698
San Francisco,May 2023,4504
San Joaquin,May 2023,4923
San Luis Obispo,May 2023,1427
San Mateo,May 2023,2276
Santa Barbara,May 2023,2610
Santa Clara,May 2023,5628
Santa Cruz,May 2023,1023
Shasta,May 2023,1442
Sierra,May 2023,*
Siskiyou,May 2023,320
Solano,May 2023,2270
Sonoma,May 2023,1958
Stanislaus,May 2023,3819
Sutter,May 2023,580
Tehama,May 2023,522
Trinity,May 2023,
Tulare,May 2023,3933
Tuolumne,May 2023,336
Ventura,May 2023,3922
Yolo,May 2023,1765
Yuba,May 2023,621
Alameda,June 2023,8424
Alpine,Jun 2023,*
Amador,Jun 2023,181
Butte,Jun 2023,1644
Calaveras,Jun 2023,231
Colusa,Jun 2023,80
Contra Costa,Jun 2023,4807
Del Norte,Jun 2023,209
El Dorado,Jun 2023,806
Fresno,Jun 2023,7395
Glenn,Jun 2023,135
Humboldt,Jun 2023,1218
Imperial,Jun 2023,1550
Inyo,Jun 2023,98
Kern,Jun 2023,7793
Kings,Jun 2023,1002
Lake,Jun 2023,474
Lassen,Jun 2023,132
Los Angeles,Jun 2023,61766
Madera,Jun 2023,949
Marin,Jun 2023,595
Mariposa,Jun 2023,114
Mendocino,Jun 2023,529
Merced,Jun 2023,2132
Modoc,Jun 2023,
Mono,Jun 2023,40
Monterey,Jun 2023,2079
Napa,Jun 2023,365
Nevada,Jun 2023,478
Orange,Jun 2023,15183
Placer,Jun 2023,1299
Plumas,Jun 2023,95
Riverside,Jun 2023,17095
Sacramento,Jun 2023,10528
San Benito,Jun 2023,275
San Bernardino,Jun 2023,15913
San Diego,Jun 2023,18003
San Francisco,Jun 2023,3314
San Joaquin,Jun 2023,4925
San Luis Obispo,Jun 2023,1168
San Mateo,Jun 2023,2271
Santa Barbara,Jun 2023,2293
Santa Clara,Jun 2023,5544
Santa Cruz,Jun 2023,845
Shasta,Jun 2023,1370
Sierra,Jun 2023,11
Siskiyou,Jun 2023,345
Solano,Jun 2023,2131
Sonoma,Jun 2023,1979
Stanislaus,Jun 2023,3733
Sutter,Jun 2023,451
Tehama,Jun 2023,474
Trinity,Jun 2023,
Tulare,Jun 2023,3589
Tuolumne,Jun 2023,288
Ventura,Jun 2023,3670
Yolo,Jun 2023,1501
Yuba,Jun 2023,610
Alameda,Jul 2023,8476
Alpine,Jul 2023,*
Amador,Jul 2023,*
Butte,Jul 2023,1775
Calaveras,Jul 2023,221
Colusa,Jul 2023,91
Contra Costa,Jul 2023,4809
Del Norte,Jul 2023,170
El Dorado,Jul 2023,629
Fresno,Jul 2023,7256
Glenn,Jul 2023,149
Humboldt,Jul 2023,1133
Imperial,Jul 2023,1591
Inyo,Jul 2023,77
Kern,Jul 2023,7062
Kings,Jul 2023,1023
Lake,Jul 2023,507
Lassen,Jul 2023,149
Los Angeles,Jul 2023,61975
Madera,Jul 2023,956
Marin,Jul 2023,602
Mariposa,Jul 2023,92
Mendocino,Jul 2023,517
Merced,Jul 2023,2194
Modoc,Jul 2023,49
Mono,Jul 2023,41
Monterey,Jul 2023,2025
Napa,Jul 2023,401
Nevada,Jul 2023,424
Orange,Jul 2023,14636
Placer,Jul 2023,1289
Plumas,Jul 2023,80
Riverside,Jul 2023,17113
Sacramento,Jul 2023,10235
San Benito,Jul 2023,246
San Bernardino,Jul 2023,15581
San Diego,Jul 2023,*
San Francisco,Jul 2023,4287
San Joaquin,Jul 2023,4174
San Luis Obispo,Jul 2023,1018
San Mateo,Jul 2023,2039
Santa Barbara,Jul 2023,2282
Santa Clara,Jul 2023,5590
Santa Cruz,Jul 2023,1258
Shasta,Jul 2023,1332
Sierra,Jul 2023,*
Siskiyou,Jul 2023,260
Solano,Jul 2023,2322
Sonoma,Jul 2023,1785
Stanislaus,Jul 2023,3469
Sutter,Jul 2023,512
Tehama,Jul 2023,466
Trinity,Jul 2023,94
Tulare,Jul 2023,3866
Tuolumne,Jul 2023,328
Ventura,Jul 2023,3670
Yolo,Jul 2023,1559
Yuba,Jul 2023,616
Alameda,Aug 2023,11454
Alpine,Aug 2023,13
Amador,Aug 2023,195
Butte,Aug 2023,2808
Calaveras,Aug 2023,245
Colusa,Aug 2023,108
Contra Costa,Aug 2023,5672
Del Norte,Aug 2023,176
El Dorado,Aug 2023,764
Fresno,Aug 2023,8377
Glenn,Aug 2023,167
Humboldt,Aug 2023,1547
Imperial,Aug 2023,1788
Inyo,Aug 2023,98
Kern,Aug 2023,8130
Kings,Aug 2023,1239
Lake,Aug 2023,593
Lassen,Aug 2023,235
Los Angeles,Aug 2023,71653
Madera,Aug 2023,1069
Marin,Aug 2023,748
Mariposa,Aug 2023,102
Mendocino,Aug 2023,687
Merced,Aug 2023,3004
Modoc,Aug 2023,62
Mono,Aug 2023,44
Monterey,Aug 2023,2690
Napa,Aug 2023,542
Nevada,Aug 2023,521
Orange,Aug 2023,17699
Placer,Aug 2023,1492
Plumas,Aug 2023,272
Riverside,Aug 2023,19397
Sacramento,Aug 2023,12146
San Benito,Aug 2023,321
San Bernardino,Aug 2023,18095
San Diego,Aug 2023,*
San Francisco,Aug 2023,5765
San Joaquin,Aug 2023,5255
San Luis Obispo,Aug 2023,1470
San Mateo,Aug 2023,3060
Santa Barbara,Aug 2023,3135
Santa Clara,Aug 2023,7207
Santa Cruz,Aug 2023,1573
Shasta,Aug 2023,1593
Sierra,Aug 2023,*
Siskiyou,Aug 2023,306
Solano,Aug 2023,2780
Sonoma,Aug 2023,2034
Stanislaus,Aug 2023,4160
Sutter,Aug 2023,701
Tehama,Aug 2023,543
Trinity,Aug 2023,99
Tulare,Aug 2023,3539
Tuolumne,Aug 2023,329
Ventura,Aug 2023,4417
Yolo,Aug 2023,1944
Yuba,Aug 2023,632
Alameda,Sep 2023,9537
Alpine,Sep 2023,*
Amador,Sep 2023,173
Butte,Sep 2023,2239
Calaveras,Sep 2023,245
Colusa,Sep 2023,107
Contra Costa,Sep 2023,4947
Del Norte,Sep 2023,199
El Dorado,Sep 2023,739
Fresno,Sep 2023,7647
Glenn,Sep 2023,176
Humboldt,Sep 2023,1261
Imperial,Sep 2023,1454
Inyo,Sep 2023,67
Kern,Sep 2023,9072
Kings,Sep 2023,1005
Lake,Sep 2023,506
Lassen,Sep 2023,148
Los Angeles,Sep 2023,63729
Madera,Sep 2023,831
Marin,Sep 2023,628
Mariposa,Sep 2023,82
Mendocino,Sep 2023,615
Merced,Sep 2023,2242
Modoc,Sep 2023,58
Mono,Sep 2023,35
Monterey,Sep 2023,2456
Napa,Sep 2023,533
