rf_mae,rf_rmse,rf_r2,rf_mape,gb_mae,gb_rmse,gb_r2,gb_mape
400.5626322087506,3155.145556172654,0.9106066419734666,7.435526985892828,830.912400690188,4322.70226683521,0.8322057397993695,75.01300741019294
