county,date,metro_area,SNAP_Applications,Population,monthly_average_CalFresh
Mono,2023-04-01,SacramentoStocktonModesto,48.0,13194,70.8
Mono,2023-05-01,SacramentoStocktonModesto,59.0,13194,63.0
Mono,2023-06-01,SacramentoStocktonModesto,40.0,13194,62.0
Mono,2023-07-01,SacramentoStocktonModesto,41.0,13194,79.6
Mono,2023-08-01,SacramentoStocktonModesto,44.0,13194,71.25
Mono,2023-09-01,SacramentoStocktonModesto,35.0,13194,74.75
Mono,2023-10-01,SacramentoStocktonModesto,54.0,13194,72.2
Mono,2023-11-01,SacramentoStocktonModesto,44.0,13194,63.75
Mono,2023-12-01,SacramentoStocktonModesto,60.0,13194,63.0
Mono,2024-01-01,SacramentoStocktonModesto,44.0,13194,76.75
Mono,2024-02-01,SacramentoStocktonModesto,42.0,13194,71.0
Mono,2024-03-01,SacramentoStocktonModesto,28.0,13194,64.2
Mono,2024-04-01,SacramentoStocktonModesto,50.0,13194,59.0
Mono,2024-05-01,SacramentoStocktonModesto,66.0,13194,63.75
Mono,2024-06-01,SacramentoStocktonModesto,45.0,13194,68.4
Mono,2024-07-01,SacramentoStocktonModesto,44.0,13194,66.75
Mono,2024-08-01,SacramentoStocktonModesto,39.0,13194,71.5
Mono,2024-09-01,SacramentoStocktonModesto,45.0,13194,76.0
Mono,2024-10-01,SacramentoStocktonModesto,57.0,13194,65.25
Mono,2024-11-01,SacramentoStocktonModesto,54.0,13194,58.25
Mono,2024-12-01,SacramentoStocktonModesto,56.0,13194,58.8
Mono,2025-01-01,SacramentoStocktonModesto,41.0,13194,69.75
Mono,2025-02-01,SacramentoStocktonModesto,35.0,13194,67.5
Mono,2025-03-01,SacramentoStocktonModesto,41.0,13194,63.8
Monterey,2022-05-01,SanDiego,2104.0,426401,66.6
Monterey,2022-06-01,SanDiego,2290.0,426401,67.75
Monterey,2022-07-01,SanDiego,2225.0,426401,75.4
Monterey,2022-08-01,SanDiego,2659.0,426401,77.25
Monterey,2022-09-01,SanDiego,2557.0,426401,83.0
Monterey,2022-10-01,SanDiego,3400.0,426401,82.2
Monterey,2022-11-01,SanDiego,3636.0,426401,78.5
Monterey,2022-12-01,SanDiego,3217.0,426401,66.0
Monterey,2023-01-01,SanDiego,3386.0,426401,84.8
Monterey,2023-02-01,SanDiego,3029.5185185185182,426401,73.25
Monterey,2023-03-01,SanDiego,2367.4814814814818,426401,75.5
Monterey,2023-04-01,SanDiego,2011.0,426401,68.6
Monterey,2023-05-01,SanDiego,2180.0,426401,65.0
Monterey,2023-06-01,SanDiego,2079.0,426401,63.5
Monterey,2023-07-01,SanDiego,2025.0,426401,71.2
Monterey,2023-08-01,SanDiego,2690.0,426401,78.75
Monterey,2023-09-01,SanDiego,2456.0,426401,88.25
Monterey,2023-10-01,SanDiego,2959.0,426401,87.6
Monterey,2023-11-01,SanDiego,3761.0,426401,69.25
Monterey,2023-12-01,SanDiego,3127.0,426401,67.0
Monterey,2024-01-01,SanDiego,3426.0,426401,82.5
Monterey,2024-02-01,SanDiego,2608.0,426401,80.25
Monterey,2024-03-01,SanDiego,2263.0,426401,80.0
Monterey,2024-04-01,SanDiego,2255.0,426401,64.75
Monterey,2024-05-01,SanDiego,2134.0,426401,60.5
Monterey,2024-06-01,SanDiego,2043.0,426401,59.6
Monterey,2024-07-01,SanDiego,2441.0,426401,66.0
Monterey,2024-08-01,SanDiego,2616.0,426401,72.0
Monterey,2024-09-01,SanDiego,2767.0,426401,78.2
Monterey,2024-10-01,SanDiego,3092.0,426401,84.0
Monterey,2024-11-01,SanDiego,3662.0,426401,70.5
Monterey,2024-12-01,SanDiego,3319.0,426401,65.2
Monterey,2025-01-01,SanDiego,3232.0,426401,85.5
Monterey,2025-02-01,SanDiego,2290.0,426401,76.5
Monterey,2025-03-01,SanDiego,2098.0,426401,79.6
Napa,2022-05-01,SanFranciscoOaklandSanJose,439.0,130908,56.2
Napa,2022-06-01,SanFranciscoOaklandSanJose,439.0,130908,63.25
Napa,2022-07-01,SanFranciscoOaklandSanJose,439.0,130908,74.8
Napa,2022-08-01,SanFranciscoOaklandSanJose,563.0,130908,76.0
Napa,2022-09-01,SanFranciscoOaklandSanJose,396.0,130908,76.25
Napa,2022-10-01,SanFranciscoOaklandSanJose,553.0,130908,72.8
Napa,2022-11-01,SanFranciscoOaklandSanJose,523.0,130908,67.5
Napa,2022-12-01,SanFranciscoOaklandSanJose,508.0,130908,60.5
Napa,2023-01-01,SanFranciscoOaklandSanJose,597.0,130908,73.6
Napa,2023-02-01,SanFranciscoOaklandSanJose,480.0,130908,75.25
Napa,2023-03-01,SanFranciscoOaklandSanJose,518.0,130908,75.75
Napa,2023-04-01,SanFranciscoOaklandSanJose,402.0,130908,68.2
Napa,2023-05-01,SanFranciscoOaklandSanJose,463.0,130908,55.75
Napa,2023-06-01,SanFranciscoOaklandSanJose,365.0,130908,62.0
Napa,2023-07-01,SanFranciscoOaklandSanJose,401.0,130908,75.2
Napa,2023-08-01,SanFranciscoOaklandSanJose,542.0,130908,85.75
Napa,2023-09-01,SanFranciscoOaklandSanJose,533.0,130908,86.5
Napa,2023-10-01,SanFranciscoOaklandSanJose,444.0,130908,75.2
Napa,2023-11-01,SanFranciscoOaklandSanJose,437.0,130908,65.0
Napa,2023-12-01,SanFranciscoOaklandSanJose,419.0,130908,67.0
Napa,2024-01-01,SanFranciscoOaklandSanJose,670.0,130908,76.25
Napa,2024-02-01,SanFranciscoOaklandSanJose,540.0,130908,77.0
Napa,2024-03-01,SanFranciscoOaklandSanJose,485.0,130908,69.2
Napa,2024-04-01,SanFranciscoOaklandSanJose,482.0,130908,61.5
Napa,2024-05-01,SanFranciscoOaklandSanJose,355.0,130908,58.0
Napa,2024-06-01,SanFranciscoOaklandSanJose,450.0,130908,67.8
Napa,2024-07-01,SanFranciscoOaklandSanJose,497.0,130908,72.5
Napa,2024-08-01,SanFranciscoOaklandSanJose,615.0,130908,86.25
Napa,2024-09-01,SanFranciscoOaklandSanJose,537.0,130908,82.0
Napa,2024-10-01,SanFranciscoOaklandSanJose,604.0,130908,72.0
Napa,2024-11-01,SanFranciscoOaklandSanJose,396.0,130908,60.5
Napa,2024-12-01,SanFranciscoOaklandSanJose,438.0,130908,63.2
Napa,2025-01-01,SanFranciscoOaklandSanJose,530.0,130908,77.25
Napa,2025-02-01,SanFranciscoOaklandSanJose,436.0,130908,71.75
Napa,2025-03-01,SanFranciscoOaklandSanJose,486.0,130908,72.8
Nevada,2022-05-01,SacramentoStocktonModesto,455.0,101309,58.6
Nevada,2022-06-01,SacramentoStocktonModesto,500.0,101309,59.75
Nevada,2022-07-01,SacramentoStocktonModesto,440.0,101309,75.8
Nevada,2022-08-01,SacramentoStocktonModesto,562.0,101309,69.25
Nevada,2022-09-01,SacramentoStocktonModesto,513.0,101309,77.25
Nevada,2022-10-01,SacramentoStocktonModesto,568.0,101309,80.8
Nevada,2022-11-01,SacramentoStocktonModesto,478.0,101309,73.25
Nevada,2022-12-01,SacramentoStocktonModesto,506.0,101309,52.75
Nevada,2023-01-01,SacramentoStocktonModesto,637.0,101309,79.0
Nevada,2023-02-01,SacramentoStocktonModesto,488.0,101309,72.75
Nevada,2023-03-01,SacramentoStocktonModesto,582.0,101309,75.25
Nevada,2023-04-01,SacramentoStocktonModesto,564.774358233396,101309,70.8
Nevada,2023-05-01,SacramentoStocktonModesto,524.4376053556807,101309,63.0
Nevada,2023-06-01,SacramentoStocktonModesto,478.0,101309,62.0
Nevada,2023-07-01,SacramentoStocktonModesto,424.0,101309,79.6
Nevada,2023-08-01,SacramentoStocktonModesto,521.0,101309,71.25
Nevada,2023-09-01,SacramentoStocktonModesto,484.0,101309,74.75
Nevada,2023-10-01,SacramentoStocktonModesto,478.0,101309,72.2
Nevada,2023-11-01,SacramentoStocktonModesto,512.0,101309,63.75
Nevada,2023-12-01,SacramentoStocktonModesto,423.0,101309,63.0
Nevada,2024-01-01,SacramentoStocktonModesto,656.0,101309,76.75
Nevada,2024-02-01,SacramentoStocktonModesto,510.0,101309,71.0
Nevada,2024-03-01,SacramentoStocktonModesto,514.0,101309,64.2
Nevada,2024-04-01,SacramentoStocktonModesto,533.0,101309,59.0
Nevada,2024-05-01,SacramentoStocktonModesto,460.0,101309,63.75
Nevada,2024-06-01,SacramentoStocktonModesto,444.0,101309,68.4
Nevada,2024-07-01,SacramentoStocktonModesto,515.0,101309,66.75
Nevada,2024-08-01,SacramentoStocktonModesto,477.0,101309,71.5
Nevada,2024-09-01,SacramentoStocktonModesto,510.0,101309,76.0
Nevada,2024-10-01,SacramentoStocktonModesto,520.0,101309,65.25
Nevada,2024-11-01,SacramentoStocktonModesto,470.0,101309,58.25
Nevada,2024-12-01,SacramentoStocktonModesto,494.0,101309,58.8
Nevada,2025-01-01,SacramentoStocktonModesto,561.0,101309,69.75
Nevada,2025-02-01,SacramentoStocktonModesto,462.0,101309,67.5
Nevada,2025-03-01,SacramentoStocktonModesto,490.0,101309,63.8
Orange,2022-05-01,LosAngeles,16048.0,3106521,52.4
Orange,2022-06-01,LosAngeles,17334.0,3106521,54.0
Orange,2022-07-01,LosAngeles,14676.0,3106521,70.0
Orange,2022-08-01,LosAngeles,17025.0,3106521,69.25
Orange,2022-09-01,LosAngeles,15893.0,3106521,71.25
Orange,2022-10-01,LosAngeles,17186.0,3106521,81.8
Orange,2022-11-01,LosAngeles,14496.0,3106521,72.5
Orange,2022-12-01,LosAngeles,13124.0,3106521,59.75
Orange,2023-01-01,LosAngeles,16033.0,3106521,76.0
Orange,2023-02-01,LosAngeles,13702.0,3106521,72.75
Orange,2023-03-01,LosAngeles,15051.0,3106521,71.75
Orange,2023-04-01,LosAngeles,19541.0,3106521,70.4
Orange,2023-05-01,LosAngeles,15753.0,3106521,64.75
Orange,2023-06-01,LosAngeles,15183.0,3106521,70.5
Orange,2023-07-01,LosAngeles,14636.0,3106521,73.0
Orange,2023-08-01,LosAngeles,17699.0,3106521,72.5
Orange,2023-09-01,LosAngeles,16039.0,3106521,75.25
Orange,2023-10-01,LosAngeles,17696.0,3106521,71.2
Orange,2023-11-01,LosAngeles,13920.0,3106521,60.75
Orange,2023-12-01,LosAngeles,12318.0,3106521,66.4
Orange,2024-01-01,LosAngeles,17265.0,3106521,73.75
Orange,2024-02-01,LosAngeles,14749.0,3106521,65.25
Orange,2024-03-01,LosAngeles,14296.0,3106521,64.6
Orange,2024-04-01,LosAngeles,15117.0,3106521,54.75
Orange,2024-05-01,LosAngeles,14532.0,3106521,51.25
Orange,2024-06-01,LosAngeles,13454.0,3106521,60.8
Orange,2024-07-01,LosAngeles,15927.0,3106521,63.0
Orange,2024-08-01,LosAngeles,16621.0,3106521,63.75
Orange,2024-09-01,LosAngeles,16100.0,3106521,68.6
Orange,2024-10-01,LosAngeles,16804.0,3106521,58.75
Orange,2024-11-01,LosAngeles,13012.0,3106521,53.5
Orange,2024-12-01,LosAngeles,12859.0,3106521,60.6
Orange,2025-01-01,LosAngeles,15525.0,3106521,67.75
Orange,2025-02-01,LosAngeles,12247.0,3106521,62.75
Orange,2025-03-01,LosAngeles,12998.0,3106521,60.0
Placer,2022-05-01,SacramentoStocktonModesto,967.0,434535,58.6
Placer,2022-06-01,SacramentoStocktonModesto,1040.0,434535,59.75
Placer,2022-07-01,SacramentoStocktonModesto,1101.0,434535,75.8
Placer,2022-08-01,SacramentoStocktonModesto,1212.0,434535,69.25
Placer,2022-09-01,SacramentoStocktonModesto,1118.0,434535,77.25
Placer,2022-10-01,SacramentoStocktonModesto,1039.0,434535,80.8
Placer,2022-11-01,SacramentoStocktonModesto,1688.0,434535,73.25
Placer,2022-12-01,SacramentoStocktonModesto,1380.0,434535,52.75
Placer,2023-01-01,SacramentoStocktonModesto,1718.0,434535,79.0
Placer,2023-02-01,SacramentoStocktonModesto,1313.0,434535,72.75
Placer,2023-03-01,SacramentoStocktonModesto,1495.0,434535,75.25
Placer,2023-04-01,SacramentoStocktonModesto,1160.0,434535,70.8
Placer,2023-05-01,SacramentoStocktonModesto,1482.0,434535,63.0
Placer,2023-06-01,SacramentoStocktonModesto,1299.0,434535,62.0
Placer,2023-07-01,SacramentoStocktonModesto,1289.0,434535,79.6
Placer,2023-08-01,SacramentoStocktonModesto,1492.0,434535,71.25
Placer,2023-09-01,SacramentoStocktonModesto,1295.0,434535,74.75
Placer,2023-10-01,SacramentoStocktonModesto,1401.0,434535,72.2
Placer,2023-11-01,SacramentoStocktonModesto,1330.0,434535,63.75
Placer,2023-12-01,SacramentoStocktonModesto,1114.0,434535,63.0
Placer,2024-01-01,SacramentoStocktonModesto,1512.0,434535,76.75
Placer,2024-02-01,SacramentoStocktonModesto,1272.0,434535,71.0
Placer,2024-03-01,SacramentoStocktonModesto,1182.0,434535,64.2
Placer,2024-04-01,SacramentoStocktonModesto,1220.0,434535,59.0
Placer,2024-05-01,SacramentoStocktonModesto,1306.0,434535,63.75
Placer,2024-06-01,SacramentoStocktonModesto,1180.0,434535,68.4
Placer,2024-07-01,SacramentoStocktonModesto,1462.0,434535,66.75
Placer,2024-08-01,SacramentoStocktonModesto,1495.0,434535,71.5
Placer,2024-09-01,SacramentoStocktonModesto,1440.0,434535,76.0
Placer,2024-10-01,SacramentoStocktonModesto,1406.0,434535,65.25
Placer,2024-11-01,SacramentoStocktonModesto,1134.0,434535,58.25
Placer,2024-12-01,SacramentoStocktonModesto,1224.0,434535,58.8
Placer,2025-01-01,SacramentoStocktonModesto,1489.0,434535,69.75
Placer,2025-02-01,SacramentoStocktonModesto,1121.0,434535,67.5
Placer,2025-03-01,SacramentoStocktonModesto,1195.0,434535,63.8
Plumas,2022-05-01,SacramentoStocktonModesto,112.0,18507,58.6
Plumas,2022-06-01,SacramentoStocktonModesto,105.0,18507,59.75
Plumas,2022-07-01,SacramentoStocktonModesto,137.0,18507,75.8
Plumas,2022-08-01,SacramentoStocktonModesto,218.0,18507,69.25
Plumas,2022-09-01,SacramentoStocktonModesto,138.0,18507,77.25
Plumas,2022-10-01,SacramentoStocktonModesto,135.0,18507,80.8
Plumas,2022-11-01,SacramentoStocktonModesto,139.0,18507,73.25
Plumas,2022-12-01,SacramentoStocktonModesto,98.0,18507,52.75
Plumas,2023-01-01,SacramentoStocktonModesto,132.0,18507,79.0
Plumas,2023-02-01,SacramentoStocktonModesto,83.0,18507,72.75
Plumas,2023-03-01,SacramentoStocktonModesto,122.0,18507,75.25
Plumas,2023-04-01,SacramentoStocktonModesto,86.0,18507,70.8
Plumas,2023-05-01,SacramentoStocktonModesto,70.0,18507,63.0
Plumas,2023-06-01,SacramentoStocktonModesto,95.0,18507,62.0
Plumas,2023-07-01,SacramentoStocktonModesto,80.0,18507,79.6
Plumas,2023-08-01,SacramentoStocktonModesto,272.0,18507,71.25
Plumas,2023-09-01,SacramentoStocktonModesto,112.0,18507,74.75
Plumas,2023-10-01,SacramentoStocktonModesto,130.0,18507,72.2
Plumas,2023-11-01,SacramentoStocktonModesto,101.0,18507,63.75
Plumas,2023-12-01,SacramentoStocktonModesto,91.0,18507,63.0
Plumas,2024-01-01,SacramentoStocktonModesto,146.0,18507,76.75
Plumas,2024-02-01,SacramentoStocktonModesto,118.0,18507,71.0
Plumas,2024-03-01,SacramentoStocktonModesto,120.0,18507,64.2
Plumas,2024-04-01,SacramentoStocktonModesto,77.0,18507,59.0
Plumas,2024-05-01,SacramentoStocktonModesto,74.0,18507,63.75
Plumas,2024-06-01,SacramentoStocktonModesto,68.0,18507,68.4
Plumas,2024-07-01,SacramentoStocktonModesto,72.0,18507,66.75
Plumas,2024-08-01,SacramentoStocktonModesto,274.0,18507,71.5
Plumas,2024-09-01,SacramentoStocktonModesto,146.0,18507,76.0
Plumas,2024-10-01,SacramentoStocktonModesto,122.0,18507,65.25
Plumas,2024-11-01,SacramentoStocktonModesto,119.0,18507,58.25
Plumas,2024-12-01,SacramentoStocktonModesto,130.0,18507,58.8
Plumas,2025-01-01,SacramentoStocktonModesto,171.0,18507,69.75
Plumas,2025-02-01,SacramentoStocktonModesto,89.0,18507,67.5
Plumas,2025-03-01,SacramentoStocktonModesto,87.0,18507,63.8
Riverside,2022-05-01,SanDiego,16758.0,2528844,66.6
Riverside,2022-06-01,SanDiego,19332.0,2528844,67.75
Riverside,2022-07-01,SanDiego,19158.0,2528844,75.4
Riverside,2022-08-01,SanDiego,20961.0,2528844,77.25
Riverside,2022-09-01,SanDiego,19485.0,2528844,83.0
Riverside,2022-10-01,SanDiego,20366.0,2528844,82.2
Riverside,2022-11-01,SanDiego,16934.0,2528844,78.5
Riverside,2022-12-01,SanDiego,14620.0,2528844,66.0
Riverside,2023-01-01,SanDiego,18076.0,2528844,84.8
Riverside,2023-02-01,SanDiego,16440.0,2528844,73.25
Riverside,2023-03-01,SanDiego,17575.0,2528844,75.5
Riverside,2023-04-01,SanDiego,14456.0,2528844,68.6
Riverside,2023-05-01,SanDiego,18607.0,2528844,65.0
Riverside,2023-06-01,SanDiego,17095.0,2528844,63.5
Riverside,2023-07-01,SanDiego,17113.0,2528844,71.2
Riverside,2023-08-01,SanDiego,19397.0,2528844,78.75
Riverside,2023-09-01,SanDiego,17355.0,2528844,88.25
Riverside,2023-10-01,SanDiego,18139.0,2528844,87.6
Riverside,2023-11-01,SanDiego,15257.0,2528844,69.25
Riverside,2023-12-01,SanDiego,13070.0,2528844,67.0
Riverside,2024-01-01,SanDiego,18548.0,2528844,82.5
Riverside,2024-02-01,SanDiego,15646.0,2528844,80.25
Riverside,2024-03-01,SanDiego,15120.0,2528844,80.0
Riverside,2024-04-01,SanDiego,15894.0,2528844,64.75
Riverside,2024-05-01,SanDiego,15642.0,2528844,60.5
Riverside,2024-06-01,SanDiego,15394.0,2528844,59.6
Riverside,2024-07-01,SanDiego,18418.0,2528844,66.0
Riverside,2024-08-01,SanDiego,18315.0,2528844,72.0
Riverside,2024-09-01,SanDiego,17422.0,2528844,78.2
Riverside,2024-10-01,SanDiego,17462.0,2528844,84.0
Riverside,2024-11-01,SanDiego,13816.0,2528844,70.5
Riverside,2024-12-01,SanDiego,14250.0,2528844,65.2
Riverside,2025-01-01,SanDiego,17928.0,2528844,85.5
Riverside,2025-02-01,SanDiego,13906.0,2528844,76.5
Riverside,2025-03-01,SanDiego,14643.0,2528844,79.6
Sacramento,2022-05-01,SacramentoStocktonModesto,11164.0,1584104,58.6
Sacramento,2022-06-01,SacramentoStocktonModesto,12027.0,1584104,59.75
Sacramento,2022-07-01,SacramentoStocktonModesto,11844.0,1584104,75.8
Sacramento,2022-08-01,SacramentoStocktonModesto,13031.0,1584104,69.25
Sacramento,2022-09-01,SacramentoStocktonModesto,11433.0,1584104,77.25
Sacramento,2022-10-01,SacramentoStocktonModesto,12647.0,1584104,80.8
Sacramento,2022-11-01,SacramentoStocktonModesto,11139.0,1584104,73.25
Sacramento,2022-12-01,SacramentoStocktonModesto,10774.0,1584104,52.75
Sacramento,2023-01-01,SacramentoStocktonModesto,12185.0,1584104,79.0
Sacramento,2023-02-01,SacramentoStocktonModesto,10039.0,1584104,72.75
Sacramento,2023-03-01,SacramentoStocktonModesto,11279.0,1584104,75.25
Sacramento,2023-04-01,SacramentoStocktonModesto,9640.0,1584104,70.8
Sacramento,2023-05-01,SacramentoStocktonModesto,10607.0,1584104,63.0
Sacramento,2023-06-01,SacramentoStocktonModesto,10528.0,1584104,62.0
Sacramento,2023-07-01,SacramentoStocktonModesto,10235.0,1584104,79.6
Sacramento,2023-08-01,SacramentoStocktonModesto,12146.0,1584104,71.25
Sacramento,2023-09-01,SacramentoStocktonModesto,10036.0,1584104,74.75
Sacramento,2023-10-01,SacramentoStocktonModesto,10055.0,1584104,72.2
Sacramento,2023-11-01,SacramentoStocktonModesto,9227.0,1584104,63.75
Sacramento,2023-12-01,SacramentoStocktonModesto,10138.0,1584104,63.0
Sacramento,2024-01-01,SacramentoStocktonModesto,12110.0,1584104,76.75
Sacramento,2024-02-01,SacramentoStocktonModesto,10621.0,1584104,71.0
Sacramento,2024-03-01,SacramentoStocktonModesto,12336.0,1584104,64.2
Sacramento,2024-04-01,SacramentoStocktonModesto,11262.0,1584104,59.0
Sacramento,2024-05-01,SacramentoStocktonModesto,11005.0,1584104,63.75
Sacramento,2024-06-01,SacramentoStocktonModesto,9695.0,1584104,68.4
Sacramento,2024-07-01,SacramentoStocktonModesto,11787.0,1584104,66.75
Sacramento,2024-08-01,SacramentoStocktonModesto,11805.0,1584104,71.5
Sacramento,2024-09-01,SacramentoStocktonModesto,10812.0,1584104,76.0
Sacramento,2024-10-01,SacramentoStocktonModesto,12287.0,1584104,65.25
Sacramento,2024-11-01,SacramentoStocktonModesto,10219.0,1584104,58.25
Sacramento,2024-12-01,SacramentoStocktonModesto,10005.0,1584104,58.8
Sacramento,2025-01-01,SacramentoStocktonModesto,11593.0,1584104,69.75
Sacramento,2025-02-01,SacramentoStocktonModesto,9153.0,1584104,67.5
Sacramento,2025-03-01,SacramentoStocktonModesto,8988.0,1584104,63.8
San Benito,2022-05-01,SanFranciscoOaklandSanJose,245.0,69239,56.2
San Benito,2022-06-01,SanFranciscoOaklandSanJose,298.0,69239,63.25
San Benito,2022-07-01,SanFranciscoOaklandSanJose,293.0,69239,74.8
San Benito,2022-08-01,SanFranciscoOaklandSanJose,328.0,69239,76.0
San Benito,2022-09-01,SanFranciscoOaklandSanJose,255.0,69239,76.25
San Benito,2022-10-01,SanFranciscoOaklandSanJose,295.0,69239,72.8
San Benito,2022-11-01,SanFranciscoOaklandSanJose,283.0,69239,67.5
San Benito,2022-12-01,SanFranciscoOaklandSanJose,296.0,69239,60.5
San Benito,2023-01-01,SanFranciscoOaklandSanJose,361.0,69239,73.6
San Benito,2023-02-01,SanFranciscoOaklandSanJose,266.0,69239,75.25
San Benito,2023-03-01,SanFranciscoOaklandSanJose,328.0,69239,75.75
San Benito,2023-04-01,SanFranciscoOaklandSanJose,248.0,69239,68.2
San Benito,2023-05-01,SanFranciscoOaklandSanJose,285.0,69239,55.75
San Benito,2023-06-01,SanFranciscoOaklandSanJose,275.0,69239,62.0
San Benito,2023-07-01,SanFranciscoOaklandSanJose,246.0,69239,75.2
San Benito,2023-08-01,SanFranciscoOaklandSanJose,321.0,69239,85.75
San Benito,2023-09-01,SanFranciscoOaklandSanJose,261.0,69239,86.5
San Benito,2023-10-01,SanFranciscoOaklandSanJose,301.0,69239,75.2
San Benito,2023-11-01,SanFranciscoOaklandSanJose,296.0,69239,65.0
San Benito,2023-12-01,SanFranciscoOaklandSanJose,251.0,69239,67.0
San Benito,2024-01-01,SanFranciscoOaklandSanJose,377.0,69239,76.25
San Benito,2024-02-01,SanFranciscoOaklandSanJose,270.0,69239,77.0
San Benito,2024-03-01,SanFranciscoOaklandSanJose,291.0,69239,69.2
San Benito,2024-04-01,SanFranciscoOaklandSanJose,301.0,69239,61.5
San Benito,2024-05-01,SanFranciscoOaklandSanJose,249.0,69239,58.0
San Benito,2024-06-01,SanFranciscoOaklandSanJose,274.0,69239,67.8
San Benito,2024-07-01,SanFranciscoOaklandSanJose,310.0,69239,72.5
San Benito,2024-08-01,SanFranciscoOaklandSanJose,271.0,69239,86.25
San Benito,2024-09-01,SanFranciscoOaklandSanJose,285.0,69239,82.0
San Benito,2024-10-01,SanFranciscoOaklandSanJose,295.0,69239,72.0
San Benito,2024-11-01,SanFranciscoOaklandSanJose,305.0,69239,60.5
San Benito,2024-12-01,SanFranciscoOaklandSanJose,282.0,69239,63.2
San Benito,2025-01-01,SanFranciscoOaklandSanJose,320.0,69239,77.25
San Benito,2025-02-01,SanFranciscoOaklandSanJose,266.0,69239,71.75
San Benito,2025-03-01,SanFranciscoOaklandSanJose,269.0,69239,72.8
San Bernardino,2022-05-01,SanDiego,16751.0,2197017,66.6
San Bernardino,2022-06-01,SanDiego,18560.0,2197017,67.75
San Bernardino,2022-07-01,SanDiego,18333.0,2197017,75.4
San Bernardino,2022-08-01,SanDiego,20367.0,2197017,77.25
San Bernardino,2022-09-01,SanDiego,17726.0,2197017,83.0
San Bernardino,2022-10-01,SanDiego,18735.0,2197017,82.2
San Bernardino,2022-11-01,SanDiego,16406.0,2197017,78.5
San Bernardino,2022-12-01,SanDiego,13753.0,2197017,66.0
San Bernardino,2023-01-01,SanDiego,18238.0,2197017,84.8
San Bernardino,2023-02-01,SanDiego,15057.0,2197017,73.25
San Bernardino,2023-03-01,SanDiego,17172.0,2197017,75.5
San Bernardino,2023-04-01,SanDiego,14300.0,2197017,68.6
San Bernardino,2023-05-01,SanDiego,17047.0,2197017,65.0
San Bernardino,2023-06-01,SanDiego,15913.0,2197017,63.5
San Bernardino,2023-07-01,SanDiego,15581.0,2197017,71.2
San Bernardino,2023-08-01,SanDiego,18095.0,2197017,78.75
San Bernardino,2023-09-01,SanDiego,15015.0,2197017,88.25
San Bernardino,2023-10-01,SanDiego,16228.0,2197017,87.6
San Bernardino,2023-11-01,SanDiego,14057.0,2197017,69.25
San Bernardino,2023-12-01,SanDiego,11947.0,2197017,67.0
San Bernardino,2024-01-01,SanDiego,17213.0,2197017,82.5
San Bernardino,2024-02-01,SanDiego,14425.0,2197017,80.25
San Bernardino,2024-03-01,SanDiego,13871.0,2197017,80.0
San Bernardino,2024-04-01,SanDiego,14867.0,2197017,64.75
San Bernardino,2024-05-01,SanDiego,14999.0,2197017,60.5
San Bernardino,2024-06-01,SanDiego,14302.0,2197017,59.6
San Bernardino,2024-07-01,SanDiego,16414.0,2197017,66.0
San Bernardino,2024-08-01,SanDiego,16452.0,2197017,72.0
San Bernardino,2024-09-01,SanDiego,15465.0,2197017,78.2
San Bernardino,2024-10-01,SanDiego,15111.0,2197017,84.0
San Bernardino,2024-11-01,SanDiego,12314.0,2197017,70.5
San Bernardino,2024-12-01,SanDiego,12283.0,2197017,65.2
San Bernardino,2025-01-01,SanDiego,16726.0,2197017,85.5
San Bernardino,2025-02-01,SanDiego,12135.0,2197017,76.5
San Bernardino,2025-03-01,SanDiego,13012.0,2197017,79.6
San Diego,2022-05-01,LosAngeles,17841.0,3255567,52.4
San Diego,2022-06-01,LosAngeles,19817.0,3255567,54.0
San Diego,2022-07-01,LosAngeles,18618.0,3255567,70.0
San Diego,2022-08-01,LosAngeles,21637.0,3255567,69.25
San Diego,2022-09-01,LosAngeles,21643.0,3255567,71.25
San Diego,2022-10-01,LosAngeles,21528.0,3255567,81.8
San Diego,2022-11-01,LosAngeles,18946.0,3255567,72.5
San Diego,2022-12-01,LosAngeles,19942.0,3255567,59.75
San Diego,2023-01-01,LosAngeles,22129.0,3255567,76.0
San Diego,2023-02-01,LosAngeles,18549.0,3255567,72.75
San Diego,2023-03-01,LosAngeles,18844.0,3255567,71.75
San Diego,2023-04-01,LosAngeles,17641.0,3255567,70.4
San Diego,2023-05-01,LosAngeles,19698.0,3255567,64.75
San Diego,2023-06-01,LosAngeles,18003.0,3255567,70.5
San Diego,2023-07-01,LosAngeles,18015.315361875328,3255567,73.0
San Diego,2023-08-01,LosAngeles,18053.750015239122,3255567,72.5
San Diego,2023-09-01,LosAngeles,18120.536811698097,3255567,75.25
San Diego,2023-10-01,LosAngeles,18217.90860285897,3255567,71.2
San Diego,2023-11-01,LosAngeles,18348.09824032845,3255567,60.75
San Diego,2023-12-01,LosAngeles,18513.338575713256,3255567,66.4
San Diego,2024-01-01,LosAngeles,18715.862460620097,3255567,73.75
San Diego,2024-02-01,LosAngeles,18957.902746655698,3255567,65.25
San Diego,2024-03-01,LosAngeles,19241.692285426765,3255567,64.6
San Diego,2024-04-01,LosAngeles,19569.46392854001,3255567,54.75
San Diego,2024-05-01,LosAngeles,19943.45052760216,3255567,51.25
San Diego,2024-06-01,LosAngeles,20365.884934219917,3255567,60.8
