
2022-05-01,62
2022-05-08,51
2022-05-15,51
2022-05-22,47
2022-05-29,51
2022-06-05,53
2022-06-12,52
2022-06-19,51
2022-06-26,60
2022-07-03,71
2022-07-10,74
2022-07-17,68
2022-07-24,62
2022-07-31,75
2022-08-07,75
2022-08-14,71
2022-08-21,58
2022-08-28,73
2022-09-04,68
2022-09-11,67
2022-09-18,75
2022-09-25,75
2022-10-02,100
2022-10-09,84
2022-10-16,83
2022-10-23,66
2022-10-30,76
2022-11-06,73
2022-11-13,77
2022-11-20,69
2022-11-27,71
2022-12-04,70
2022-12-11,57
2022-12-18,60
2022-12-25,52
2023-01-01,77
2023-01-08,70
2023-01-15,69
2023-01-22,73
2023-01-29,91
2023-02-05,77
2023-02-12,66
2023-02-19,65
2023-02-26,83
2023-03-05,81
2023-03-12,71
2023-03-19,66
2023-03-26,69
2023-04-02,80
2023-04-09,66
2023-04-16,60
2023-04-23,67
2023-04-30,79
2023-05-07,75
2023-05-14,68
2023-05-21,54
2023-05-28,62
2023-06-04,79
2023-06-11,68
2023-06-18,62
2023-06-25,73
2023-07-02,84
2023-07-09,68
2023-07-16,66
2023-07-23,65
2023-07-30,82
2023-08-06,86
2023-08-13,70
2023-08-20,61
2023-08-27,73
2023-09-03,83
2023-09-10,72
2023-09-17,74
2023-09-24,72
2023-10-01,84
2023-10-08,72
2023-10-15,65
2023-10-22,59
2023-10-29,76
2023-11-05,74
2023-11-12,59
2023-11-19,47
2023-11-26,63
2023-12-03,83
2023-12-10,59
2023-12-17,58
2023-12-24,55
2023-12-31,77
2024-01-07,86
2024-01-14,65
2024-01-21,69
2024-01-28,75
2024-02-04,78
2024-02-11,62
2024-02-18,56
2024-02-25,65
2024-03-03,75
2024-03-10,60
2024-03-17,59
2024-03-24,55
2024-03-31,74
2024-04-07,54
2024-04-14,53
2024-04-21,51
2024-04-28,61
2024-05-05,57
2024-05-12,48
2024-05-19,48
2024-05-26,52
2024-06-02,66
2024-06-09,61
2024-06-16,54
2024-06-23,54
2024-06-30,69
2024-07-07,63
2024-07-14,61
2024-07-21,59
2024-07-28,69
2024-08-04,77
2024-08-11,62
2024-08-18,56
2024-08-25,60
2024-09-01,66
2024-09-08,74
2024-09-15,64
2024-09-22,62
2024-09-29,77
2024-10-06,68
2024-10-13,54
2024-10-20,54
2024-10-27,59
2024-11-03,60
2024-11-10,53
2024-11-17,54
2024-11-24,47
2024-12-01,76
2024-12-08,61
2024-12-15,54
2024-12-22,47
2024-12-29,65
2025-01-05,73
2025-01-12,70
2025-01-19,58
2025-01-26,70
2025-02-02,78
2025-02-09,61
2025-02-16,52
2025-02-23,60
2025-03-02,69
2025-03-09,57
2025-03-16,51
2025-03-23,54
2025-03-30,69
2025-04-06,59
2025-04-13,53
2025-04-20,48
2025-04-27,52
2025-05-04,57
2025-05-11,47
2025-05-18,53
2025-05-25,48
